employee_id,department_id,role_id,region_id,date_id,monthly_income,salary_band,years_at_company,years_in_current_role,years_since_last_promotion,overtime_flag,training_times_last_year,job_satisfaction,environment_satisfaction,work_life_balance,performance_rating,attrition_flag,annualized_income,estimated_replacement_cost
401,3,8,us_national,202401,5828,Mid,8,7,7,1,0,4,4,3,3,1,69936,83923.2
403,2,7,us_national,202401,2326,Low,4,2,1,1,3,4,2,2,3,0,27912,33494.4
404,3,8,us_national,202401,13525,High,20,4,4,0,2,2,3,4,3,0,162300,194760.0
405,2,3,us_national,202401,1420,Low,0,0,0,0,2,3,3,3,3,1,17040,13632.0
406,3,8,us_national,202401,8020,High,11,9,6,0,3,2,3,2,3,0,96240,115488.0
407,2,3,us_national,202401,3688,Low,1,0,0,0,2,4,3,3,3,0,44256,35404.8
408,2,5,us_national,202401,5482,Mid,4,1,1,0,3,2,4,3,3,0,65784,52627.2
410,3,4,us_national,202401,16015,High,22,10,0,0,2,2,4,3,3,0,192180,153744.0
411,3,9,us_national,202401,1200,Low,0,0,0,0,2,3,4,3,3,0,14400,11520.0
412,2,1,us_national,202401,5661,Mid,8,3,0,0,2,1,2,3,3,0,67932,54345.6
416,3,8,us_national,202401,6929,High,8,7,7,0,3,4,2,2,3,0,83148,99777.6
417,2,1,us_national,202401,9613,High,18,10,3,0,5,4,3,2,3,0,115356,92284.8
419,2,3,us_national,202401,5674,Mid,9,8,0,0,3,2,2,3,3,0,68088,54470.4
420,3,8,us_national,202401,5484,Mid,13,8,4,0,3,3,4,2,3,0,65808,78969.6
421,2,6,us_national,202401,12061,High,10,8,0,0,2,2,1,3,3,0,144732,115785.6
422,2,1,us_national,202401,5660,Mid,5,3,1,1,2,3,4,3,3,0,67920,54336.0
423,2,7,us_national,202401,4821,Mid,5,2,0,1,4,4,3,3,3,0,57852,69422.4
424,1,2,us_national,202401,6410,Mid,2,2,1,0,1,1,1,3,3,0,76920,61536.0
425,2,3,us_national,202401,5210,Mid,24,9,9,0,2,1,1,3,3,0,62520,50016.0
426,2,7,us_national,202401,2695,Low,2,2,2,1,2,4,3,1,3,0,32340,38808.0
428,2,4,us_national,202401,11878,High,10,6,8,0,2,2,4,3,3,0,142536,114028.8
429,2,4,us_national,202401,17068,High,21,9,11,1,3,1,3,3,3,0,204816,163852.8
430,2,3,us_national,202401,2455,Low,8,7,1,0,5,4,3,3,3,0,29460,23568.0
431,2,1,us_national,202401,13964,High,7,1,0,1,2,3,3,3,3,0,167568,134054.4
433,2,7,us_national,202401,4941,Mid,8,2,7,0,3,2,3,2,3,1,59292,71150.4
434,2,7,us_national,202401,2478,Low,4,3,1,1,2,2,3,2,3,0,29736,35683.2
436,3,8,us_national,202401,5228,Mid,13,12,11,1,2,2,3,3,3,0,62736,75283.2
437,3,8,us_national,202401,4478,Low,5,4,0,1,3,3,4,3,3,0,53736,64483.2
438,3,8,us_national,202401,7547,High,7,7,1,0,3,4,4,3,3,0,90564,108676.8
439,2,7,us_national,202401,5055,Mid,7,7,0,0,0,4,1,2,3,0,60660,72792.0
440,2,7,us_national,202401,3464,Low,3,2,2,1,4,4,1,2,3,1,41568,49881.6
441,2,7,us_national,202401,5775,Mid,10,8,1,0,2,4,4,3,3,0,69300,83160.0
442,2,5,us_national,202401,8943,High,10,9,8,0,2,3,3,3,4,0,107316,85852.8
444,2,4,us_national,202401,19272,High,21,9,13,0,2,4,3,3,3,0,231264,185011.2
445,3,8,us_national,202401,5238,Mid,1,0,0,1,3,3,4,2,3,1,62856,75427.2
446,3,8,us_national,202401,4682,Mid,7,7,0,0,6,4,2,2,3,0,56184,67420.8
447,2,6,us_national,202401,18300,High,3,2,1,0,2,3,4,3,3,0,219600,175680.0
448,2,3,us_national,202401,5257,Mid,9,7,0,0,3,3,3,4,3,0,63084,50467.2
449,3,8,us_national,202401,6349,Mid,5,4,1,1,0,2,3,3,3,0,76188,91425.6
450,2,7,us_national,202401,4869,Mid,4,3,0,0,4,3,4,2,3,0,58428,70113.6
451,2,1,us_national,202401,9985,High,1,0,0,0,1,1,3,2,3,0,119820,95856.0
452,2,7,us_national,202401,3697,Low,10,9,9,0,3,4,4,3,3,0,44364,53236.8
453,3,8,us_national,202401,7457,High,4,3,0,1,2,4,2,2,4,0,89484,107380.8
454,2,3,us_national,202401,2119,Low,7,7,0,1,4,1,2,2,3,1,25428,20342.4
455,2,3,us_national,202401,3983,Low,3,2,2,0,2,4,2,3,3,0,47796,38236.8
456,3,8,us_national,202401,6118,Mid,10,9,1,0,2,3,4,3,3,0,73416,88099.2
458,3,8,us_national,202401,6214,Mid,8,7,0,0,3,2,2,3,3,0,74568,89481.6
460,2,5,us_national,202401,6347,Mid,6,2,0,0,2,4,4,2,3,0,76164,60931.2
461,2,6,us_national,202401,11510,High,11,10,2,1,3,4,3,3,3,0,138120,110496.0
462,2,5,us_national,202401,7143,High,11,9,4,1,2,4,3,2,3,0,85716,68572.8
463,3,8,us_national,202401,8268,High,7,7,1,1,2,2,4,3,3,0,99216,119059.2
464,2,5,us_national,202401,8095,High,16,6,0,0,5,2,3,3,3,0,97140,77712.0
465,2,7,us_national,202401,2904,Low,4,2,0,0,2,4,3,2,3,0,34848,41817.6
466,2,5,us_national,202401,6032,Mid,5,4,1,1,3,2,4,3,3,0,72384,57907.2
467,3,9,us_national,202401,2976,Low,0,0,0,0,3,3,2,3,3,0,35712,28569.6
468,2,6,us_national,202401,15992,High,1,0,0,0,2,4,1,3,3,0,191904,153523.2
469,3,8,us_national,202401,4649,Mid,4,3,0,0,3,3,4,2,3,0,55788,66945.6
470,1,2,us_national,202401,2696,Low,3,2,1,1,5,3,3,3,3,0,32352,25881.6
471,2,3,us_national,202401,2370,Low,8,0,0,0,4,2,3,3,3,0,28440,22752.0
473,3,4,us_national,202401,12504,High,0,0,0,0,3,3,1,1,4,0,150048,120038.4
474,2,7,us_national,202401,5974,Mid,7,7,6,1,2,1,3,3,3,0,71688,86025.6
475,3,8,us_national,202401,4736,Mid,2,2,2,1,2,3,4,4,3,0,56832,68198.4
476,3,8,us_national,202401,5296,Mid,8,7,7,0,3,3,3,3,3,0,63552,76262.4
477,2,1,us_national,202401,6781,High,1,0,0,0,6,4,1,3,4,0,81372,65097.6
478,3,9,us_national,202401,2174,Low,3,2,1,1,3,2,1,3,3,1,26088,20870.4
479,3,8,us_national,202401,6653,High,1,0,0,0,6,4,4,3,3,0,79836,95803.2
481,3,8,us_national,202401,9699,High,13,9,1,0,2,4,1,3,3,0,116388,139665.6
482,2,1,us_national,202401,6755,High,3,2,1,0,2,3,4,3,3,0,81060,64848.0
483,2,3,us_national,202401,2213,Low,7,7,1,1,3,3,4,3,3,0,26556,21244.8
484,3,9,us_national,202401,2610,Low,3,2,2,0,3,4,1,2,4,0,31320,25056.0
485,3,9,us_national,202401,2851,Low,1,0,0,1,2,3,4,3,3,1,34212,27369.6
486,2,3,us_national,202401,3452,Low,5,4,0,0,3,1,3,3,4,0,41424,33139.2
487,2,5,us_national,202401,5258,Mid,1,0,0,0,2,3,3,4,3,0,63096,50476.8
488,3,8,us_national,202401,9355,High,8,7,7,0,5,2,1,3,3,1,112260,134712.0
491,2,1,us_national,202401,10496,High,4,3,1,0,2,4,4,3,3,0,125952,100761.6
492,3,8,us_national,202401,6380,Mid,6,4,1,1,6,3,3,3,3,1,76560,91872.0
493,2,7,us_national,202401,2657,Low,2,2,2,1,5,2,3,3,3,0,31884,38260.8
494,3,9,us_national,202401,2716,Low,1,0,0,0,0,2,3,3,3,1,32592,26073.6
495,2,7,us_national,202401,2201,Low,3,2,1,0,4,4,4,3,3,0,26412,31694.4
496,2,1,us_national,202401,6540,High,1,1,0,0,5,2,3,3,3,0,78480,62784.0
497,2,3,us_national,202401,3816,Low,5,2,0,0,2,2,4,3,3,0,45792,36633.6
498,3,8,us_national,202401,5253,Mid,7,5,0,0,1,4,2,3,3,0,63036,75643.2
499,2,1,us_national,202401,10965,High,5,2,0,0,2,3,2,3,4,0,131580,105264.0
500,3,8,us_national,202401,4936,Mid,7,7,0,0,2,4,3,2,3,0,59232,71078.4
501,2,7,us_national,202401,2543,Low,2,2,2,0,3,3,4,3,3,0,30516,36619.2
502,3,8,us_national,202401,5304,Mid,5,2,0,1,3,4,1,2,3,1,63648,76377.6
505,2,4,us_national,202401,16659,High,5,4,1,1,2,4,3,3,3,0,199908,159926.4
507,3,8,us_national,202401,4260,Low,5,2,0,1,2,3,4,4,3,0,51120,61344.0
508,3,9,us_national,202401,2476,Low,1,0,0,0,3,2,3,3,3,0,29712,23769.6
510,2,7,us_national,202401,3102,Low,6,4,0,0,2,1,3,3,4,1,37224,44668.8
511,2,7,us_national,202401,2244,Low,2,1,1,0,1,2,1,3,3,0,26928,32313.6
513,3,8,us_national,202401,7596,High,10,9,9,0,2,3,2,3,3,0,91152,109382.4
514,2,7,us_national,202401,2285,Low,1,0,0,1,4,4,3,3,4,1,27420,32904.0
515,2,3,us_national,202401,3034,Low,18,7,12,0,2,1,4,2,3,0,36408,29126.4
516,3,8,us_national,202401,5715,Mid,5,4,1,0,5,2,4,3,3,0,68580,82296.0
517,2,3,us_national,202401,2576,Low,5,2,1,0,5,1,2,3,3,0,30912,24729.6
518,2,5,us_national,202401,4197,Low,1,0,0,1,2,2,3,2,3,0,50364,40291.2
520,2,6,us_national,202401,14336,High,25,10,3,0,3,2,1,3,3,0,172032,137625.6
521,2,3,us_national,202401,3448,Low,1,0,0,0,3,3,2,3,4,0,41376,33100.8
522,2,6,us_national,202401,19406,High,4,2,1,0,4,1,1,2,3,0,232872,186297.6
523,3,8,us_national,202401,6538,High,3,2,1,0,3,3,3,3,3,0,78456,94147.2
524,2,5,us_national,202401,4306,Low,13,10,3,0,5,1,2,1,3,0,51672,41337.6
525,2,3,us_national,202401,2258,Low,3,2,1,0,1,4,4,3,4,0,27096,21676.8
526,2,1,us_national,202401,4522,Mid,5,2,0,1,3,3,3,3,3,0,54264,43411.2
527,3,8,us_national,202401,4487,Low,5,4,1,1,3,4,2,3,3,0,53844,64612.8
529,2,7,us_national,202401,4449,Low,13,11,10,1,2,3,2,3,3,0,53388,64065.6
530,2,3,us_national,202401,2218,Low,4,2,3,0,3,1,4,3,3,0,26616,21292.8
531,2,4,us_national,202401,19197,High,21,8,1,1,3,3,2,3,3,0,230364,184291.2
532,3,8,us_national,202401,13212,High,7,7,7,0,0,1,3,2,3,0,158544,190252.8
533,3,8,us_national,202401,6577,High,5,4,4,0,6,3,2,3,3,0,78924,94708.8
534,3,8,us_national,202401,8392,High,10,7,0,0,2,1,2,3,3,0,100704,120844.8
536,2,3,us_national,202401,4558,Mid,10,0,1,0,2,1,3,3,3,0,54696,43756.8
538,2,3,us_national,202401,4031,Low,2,2,0,0,5,1,1,3,3,1,48372,38697.6
543,2,5,us_national,202401,7969,High,5,4,0,1,4,3,4,3,3,0,95628,76502.4
544,2,7,us_national,202401,2654,Low,2,2,0,0,3,4,1,2,4,0,31848,38217.6
546,2,4,us_national,202401,16555,High,5,2,1,0,2,4,4,1,3,0,198660,158928.0
547,2,7,us_national,202401,4556,Mid,5,4,0,0,3,3,1,3,3,0,54672,65606.4
548,2,5,us_national,202401,6091,Mid,5,4,0,0,2,4,3,3,4,0,73092,58473.6
549,2,4,us_national,202401,19566,High,29,8,11,0,5,1,1,1,3,0,234792,187833.6
550,2,5,us_national,202401,4810,Mid,10,7,0,0,5,3,3,2,3,0,57720,46176.0
551,2,1,us_national,202401,4523,Mid,6,5,0,0,4,4,4,4,3,0,54276,43420.8
554,3,9,us_national,202401,3202,Low,5,3,1,1,4,2,1,3,3,1,38424,30739.2
555,3,9,us_national,202401,2351,Low,2,2,1,0,3,3,4,2,3,1,28212,22569.6
556,2,3,us_national,202401,1702,Low,1,0,0,1,3,4,4,3,4,0,20424,16339.2
558,3,4,us_national,202401,18041,High,20,15,1,0,2,3,3,3,3,0,216492,173193.6
560,2,7,us_national,202401,2886,Low,3,2,0,0,3,4,1,1,4,0,34632,41558.4
562,2,3,us_national,202401,2097,Low,5,3,1,0,3,4,3,1,3,0,25164,20131.2
564,2,6,us_national,202401,11935,High,10,2,0,0,2,3,2,3,3,0,143220,114576.0
565,2,7,us_national,202401,2546,Low,2,2,1,0,2,2,3,4,3,1,30552,36662.4
566,1,2,us_national,202401,2564,Low,1,0,0,0,3,4,1,4,3,1,30768,24614.4
567,3,8,us_national,202401,8412,High,9,8,7,0,3,1,3,3,3,0,100944,121132.8
568,3,4,us_national,202401,14118,High,1,0,0,0,3,4,1,2,3,0,169416,135532.8
569,2,4,us_national,202401,17046,High,27,10,15,0,2,3,2,3,3,0,204552,163641.6
571,2,3,us_national,202401,2564,Low,11,7,6,0,2,4,3,2,3,0,30768,24614.4
573,3,8,us_national,202401,10266,High,18,13,13,0,5,1,3,4,3,0,123192,147830.4
574,2,5,us_national,202401,5070,Mid,5,0,0,0,2,4,1,3,3,0,60840,48672.0
575,2,6,us_national,202401,17861,High,3,2,0,0,2,3,1,1,3,0,214332,171465.6
577,2,3,us_national,202401,4230,Low,5,4,4,0,2,3,4,3,3,0,50760,40608.0
578,2,3,us_national,202401,3780,Low,1,0,0,0,3,3,3,3,3,0,45360,36288.0
579,2,7,us_national,202401,2768,Low,7,3,5,0,3,3,4,3,3,0,33216,39859.2
580,3,8,us_national,202401,9071,High,3,2,1,1,3,4,3,3,3,0,108852,130622.4
581,2,5,us_national,202401,10648,High,13,8,0,0,6,2,3,4,4,0,127776,102220.8
582,2,4,us_national,202401,13610,High,7,6,7,1,2,3,2,4,3,1,163320,130656.0
584,2,3,us_national,202401,3408,Low,4,3,1,0,2,4,1,3,3,1,40896,32716.8
585,3,9,us_national,202401,2983,Low,3,2,1,0,3,2,4,3,3,0,35796,28636.8
586,2,1,us_national,202401,7632,High,8,7,0,1,2,3,4,3,3,0,91584,73267.2
587,2,1,us_national,202401,9824,High,1,0,0,0,2,3,1,3,3,1,117888,94310.4
590,1,2,us_national,202401,9950,High,3,2,0,1,2,1,2,3,3,1,119400,95520.0
591,2,3,us_national,202401,2093,Low,2,2,2,0,4,3,2,3,3,0,25116,20092.8
592,3,8,us_national,202401,9980,High,10,3,9,0,3,4,2,2,3,0,119760,143712.0
593,2,3,us_national,202401,3894,Low,2,2,1,0,3,3,3,3,3,1,46728,37382.4
595,3,8,us_national,202401,4051,Low,9,7,6,0,2,4,2,3,3,0,48612,58334.4
597,3,4,us_national,202401,16835,High,10,9,7,0,2,2,1,3,4,0,202020,161616.0
599,3,8,us_national,202401,6230,Mid,14,3,1,0,3,4,4,3,3,0,74760,89712.0
600,3,8,us_national,202401,4717,Mid,11,9,6,0,2,3,2,3,3,0,56604,67924.8
601,2,5,us_national,202401,13237,High,20,6,5,0,3,3,2,3,3,0,158844,127075.2
602,2,3,us_national,202401,3755,Low,8,3,0,0,3,3,3,3,3,0,45060,36048.0
604,3,8,us_national,202401,6582,High,6,5,0,1,2,4,2,4,3,0,78984,94780.8
605,2,5,us_national,202401,7406,High,10,9,5,1,5,1,4,2,4,0,88872,71097.6
606,3,8,us_national,202401,4805,Mid,8,7,3,0,3,2,4,4,3,0,57660,69192.0
608,1,2,us_national,202401,2741,Low,7,7,1,1,2,3,2,2,3,1,32892,26313.6
611,2,5,us_national,202401,4262,Low,3,2,1,0,2,4,4,4,3,0,51144,40915.2
612,2,6,us_national,202401,16184,High,6,1,0,0,2,3,1,3,3,0,194208,155366.4
613,3,4,us_national,202401,11557,High,5,4,0,0,3,4,3,2,4,0,138684,110947.2
614,3,9,us_national,202401,1878,Low,0,0,0,1,3,2,2,3,3,1,22536,18028.8
615,3,8,us_national,202401,10932,High,1,0,0,0,2,1,3,3,3,0,131184,157420.8
616,2,1,us_national,202401,6811,High,8,7,0,1,3,3,1,3,3,0,81732,65385.6
618,3,8,us_national,202401,4306,Low,0,0,0,0,5,3,1,3,3,0,51672,62006.4
620,3,8,us_national,202401,4859,Mid,5,4,0,0,3,3,1,3,3,0,58308,69969.6
621,3,8,us_national,202401,5337,Mid,10,7,5,0,3,4,4,3,3,0,64044,76852.8
622,2,3,us_national,202401,2340,Low,1,0,0,1,3,4,3,1,3,1,28080,22464.0
623,2,5,us_national,202401,7491,High,6,5,1,0,3,4,2,4,3,0,89892,71913.6
624,2,1,us_national,202401,10527,High,2,2,1,0,3,3,1,2,3,0,126324,101059.2
625,3,4,us_national,202401,16595,High,18,16,11,0,2,1,2,3,3,0,199140,159312.0
626,3,8,us_national,202401,8834,High,9,5,7,0,6,2,1,3,3,0,106008,127209.6
630,2,7,us_national,202401,5577,Mid,10,9,6,1,3,1,4,3,3,0,66924,80308.8
631,3,8,us_national,202401,4707,Mid,4,2,1,0,2,3,4,3,3,1,56484,67780.8
632,3,9,us_national,202401,2400,Low,2,2,2,0,3,4,4,3,3,0,28800,23040.0
634,2,1,us_national,202401,9824,High,1,0,0,0,4,3,3,3,3,0,117888,94310.4
635,2,5,us_national,202401,6447,Mid,6,5,4,0,2,2,2,2,3,0,77364,61891.2
638,2,6,us_national,202401,19502,High,31,9,0,1,5,3,4,3,3,0,234024,187219.2
639,2,7,us_national,202401,2725,Low,6,5,1,1,3,4,2,3,3,0,32700,39240.0
641,3,8,us_national,202401,6272,Mid,5,3,1,0,5,2,1,4,4,0,75264,90316.8
643,2,3,us_national,202401,2127,Low,1,0,0,0,2,2,4,3,4,0,25524,20419.2
644,1,4,us_national,202401,18200,High,32,5,10,0,2,2,1,3,3,0,218400,174720.0
645,3,9,us_national,202401,2096,Low,7,4,0,0,1,3,2,3,3,0,25152,20121.6
647,2,3,us_national,202401,2886,Low,6,3,1,1,4,3,1,3,3,1,34632,27705.6
648,3,9,us_national,202401,2033,Low,1,0,0,0,2,1,2,4,3,1,24396,19516.8
649,2,7,us_national,202401,3622,Low,6,5,1,1,3,4,2,3,3,0,43464,52156.8
650,3,8,us_national,202401,4233,Low,3,1,1,0,2,1,2,1,3,1,50796,60955.2
652,2,3,us_national,202401,3681,Low,3,2,0,0,3,4,1,3,3,0,44172,35337.6
653,3,8,us_national,202401,5460,Mid,7,7,5,0,4,4,1,4,4,0,65520,78624.0
655,2,7,us_national,202401,2187,Low,5,3,0,0,5,3,1,2,3,0,26244,31492.8
656,3,8,us_national,202401,9602,High,3,0,1,1,3,3,4,2,3,0,115224,138268.8
657,2,7,us_national,202401,2836,Low,1,0,0,0,0,2,4,4,3,0,34032,40838.4
659,2,1,us_national,202401,4089,Low,10,2,2,0,4,4,3,3,3,0,49068,39254.4
661,2,6,us_national,202401,16627,High,1,0,0,1,3,4,2,2,3,0,199524,159619.2
662,2,7,us_national,202401,2619,Low,0,0,0,0,3,1,3,2,3,0,31428,37713.6
663,2,3,us_national,202401,5679,Mid,8,7,4,1,3,3,4,3,3,0,68148,54518.4
664,2,4,us_national,202401,15402,High,3,2,0,0,3,1,4,1,3,0,184824,147859.2
665,1,2,us_national,202401,5985,Mid,2,2,0,0,1,3,1,4,3,0,71820,57456.0
666,3,9,us_national,202401,2579,Low,8,2,0,1,3,3,3,3,3,0,30948,24758.4
667,3,9,us_national,202401,3041,Low,4,3,0,0,3,1,3,3,3,1,36492,29193.6
669,3,9,us_national,202401,3447,Low,3,2,1,0,2,3,3,3,3,0,41364,33091.2
671,2,4,us_national,202401,19513,High,2,2,0,1,2,4,4,4,3,0,234156,187324.8
675,2,7,us_national,202401,2773,Low,2,2,2,0,3,3,1,3,4,0,33276,39931.2
677,3,8,us_national,202401,7104,High,5,0,1,0,3,3,3,3,3,0,85248,102297.6
679,2,7,us_national,202401,6322,Mid,6,4,0,1,2,4,1,2,3,0,75864,91036.8
680,2,7,us_national,202401,2083,Low,1,0,0,0,2,3,3,3,4,0,24996,29995.2
682,3,8,us_national,202401,8381,High,14,7,8,0,2,1,4,4,4,0,100572,120686.4
683,2,7,us_national,202401,2691,Low,10,9,8,0,4,4,2,2,3,0,32292,38750.4
684,3,8,us_national,202401,4286,Low,1,1,0,0,4,1,1,3,3,1,51432,61718.4
686,2,3,us_national,202401,2659,Low,3,2,0,1,2,4,3,3,3,0,31908,25526.4
689,2,5,us_national,202401,9434,High,10,7,7,0,2,3,3,3,3,0,113208,90566.4
690,3,8,us_national,202401,5561,Mid,6,0,1,0,5,3,2,2,3,0,66732,80078.4
691,2,7,us_national,202401,6646,High,17,11,11,0,3,4,2,3,3,0,79752,95702.4
692,2,1,us_national,202401,7725,High,13,11,4,0,2,4,3,1,4,0,92700,74160.0
698,1,2,us_national,202401,10725,High,9,7,7,0,1,2,3,4,3,0,128700,102960.0
699,2,5,us_national,202401,8847,High,3,2,0,1,2,2,2,3,3,0,106164,84931.2
700,2,7,us_national,202401,2045,Low,4,2,1,0,0,4,1,3,3,0,24540,29448.0
701,2,7,us_national,202401,1009,Low,1,0,1,1,5,3,4,3,3,1,12108,14529.6
702,2,7,us_national,202401,3348,Low,10,8,9,1,3,1,1,3,3,1,40176,48211.2
704,2,3,us_national,202401,1281,Low,1,0,0,0,3,3,3,3,3,0,15372,12297.6
705,2,7,us_national,202401,2819,Low,3,2,0,0,3,1,1,4,3,0,33828,40593.6
707,3,8,us_national,202401,4851,Mid,3,2,1,0,4,2,4,3,4,0,58212,69854.4
709,3,8,us_national,202401,4028,Low,7,7,0,0,2,4,4,3,4,0,48336,58003.2
710,2,7,us_national,202401,2720,Low,10,7,2,0,5,4,2,3,3,0,32640,39168.0
712,3,8,us_national,202401,8120,High,2,2,2,0,3,2,2,3,3,0,97440,116928.0
714,3,8,us_national,202401,4647,Mid,6,5,0,1,3,4,4,3,4,0,55764,66916.8
715,2,7,us_national,202401,4680,Mid,1,0,0,0,2,4,4,3,3,0,56160,67392.0
716,2,3,us_national,202401,3221,Low,20,8,3,1,3,3,4,3,3,0,38652,30921.6
717,2,1,us_national,202401,8621,High,8,7,7,0,3,2,4,4,3,0,103452,82761.6
720,3,8,us_national,202401,4577,Mid,2,2,2,0,3,3,1,3,3,1,54924,65908.8
721,2,1,us_national,202401,4553,Mid,20,7,11,0,4,3,4,3,3,0,54636,43708.8
722,3,8,us_national,202401,5396,Mid,10,7,0,0,2,4,4,2,3,0,64752,77702.4
723,3,8,us_national,202401,6796,High,4,3,1,1,4,3,2,3,3,1,81552,97862.4
724,2,1,us_national,202401,7625,High,9,7,1,0,4,4,2,2,3,0,91500,73200.0
725,2,5,us_national,202401,7412,High,9,7,0,0,3,1,3,3,3,0,88944,71155.2
727,2,6,us_national,202401,11159,High,7,7,7,0,6,4,3,3,3,0,133908,107126.4
728,3,8,us_national,202401,4960,Mid,7,7,1,0,2,1,4,3,3,0,59520,71424.0
729,3,8,us_national,202401,10475,High,18,13,1,1,2,1,4,3,4,0,125700,150840.0
730,2,6,us_national,202401,14814,High,5,1,1,0,3,3,3,3,3,0,177768,142214.4
731,1,4,us_national,202401,19141,High,21,6,12,0,2,4,2,2,3,0,229692,183753.6
732,3,8,us_national,202401,5405,Mid,2,2,2,0,1,1,1,3,3,0,64860,77832.0
733,2,5,us_national,202401,8793,High,9,7,1,0,4,1,4,2,4,0,105516,84412.8
734,1,4,us_national,202401,19189,High,22,7,2,0,3,3,4,3,3,0,230268,184214.4
738,3,9,us_national,202401,3875,Low,2,2,2,0,2,2,4,3,3,0,46500,37200.0
741,2,7,us_national,202401,2216,Low,7,7,3,1,4,2,1,3,3,1,26592,31910.4
742,2,6,us_national,202401,11713,High,8,7,0,0,2,1,1,3,3,0,140556,112444.8
743,2,5,us_national,202401,7861,High,1,0,0,1,4,3,3,4,3,0,94332,75465.6
744,2,3,us_national,202401,3708,Low,5,2,1,0,5,3,1,3,3,0,44496,35596.8
746,3,8,us_national,202401,13770,High,22,2,11,1,2,3,4,2,3,0,165240,198288.0
747,3,8,us_national,202401,5304,Mid,8,7,7,0,2,4,3,2,4,0,63648,76377.6
749,3,9,us_national,202401,2642,Low,1,0,0,0,6,3,3,3,3,0,31704,25363.2
752,2,7,us_national,202401,2759,Low,2,2,2,1,2,3,3,3,3,1,33108,39729.6
754,3,8,us_national,202401,6804,High,2,2,2,0,5,4,4,3,3,0,81648,97977.6
757,2,1,us_national,202401,6142,Mid,5,1,4,0,2,3,2,3,3,0,73704,58963.2
758,2,3,us_national,202401,2500,Low,4,3,0,0,2,1,2,4,3,0,30000,24000.0
760,1,2,us_national,202401,6389,Mid,8,3,3,0,3,2,3,1,3,0,76668,61334.4
762,2,1,us_national,202401,11103,High,10,7,1,0,1,4,3,2,3,0,133236,106588.8
763,2,7,us_national,202401,2342,Low,4,2,2,1,2,4,4,2,4,0,28104,33724.8
764,2,1,us_national,202401,6811,High,7,6,0,0,2,1,4,1,3,0,81732,65385.6
766,3,9,us_national,202401,2297,Low,2,2,2,0,2,2,4,3,3,0,27564,22051.2
769,2,3,us_national,202401,2450,Low,2,2,2,0,4,4,4,3,3,0,29400,23520.0
771,2,1,us_national,202401,5093,Mid,1,0,0,0,2,1,4,4,3,0,61116,48892.8
772,2,3,us_national,202401,5309,Mid,10,8,4,0,2,4,1,3,3,0,63708,50966.4
773,2,7,us_national,202401,3057,Low,1,0,0,1,0,3,4,1,3,0,36684,44020.8
775,2,5,us_national,202401,5121,Mid,0,0,0,0,3,1,2,3,3,0,61452,49161.6
776,3,4,us_national,202401,16856,High,34,6,1,0,3,1,3,4,3,0,202272,161817.6
780,2,7,us_national,202401,2686,Low,10,9,7,1,2,4,4,2,3,1,32232,38678.4
781,3,8,us_national,202401,6180,Mid,6,5,1,0,5,4,3,2,4,0,74160,88992.0
783,3,9,us_national,202401,6632,High,8,7,3,0,3,3,2,3,3,0,79584,63667.2
784,2,7,us_national,202401,3505,Low,2,2,0,0,3,3,1,3,3,0,42060,50472.0
785,3,8,us_national,202401,6397,Mid,5,4,1,1,2,3,2,3,3,1,76764,92116.8
786,3,8,us_national,202401,6274,Mid,6,5,1,0,5,4,4,3,4,0,75288,90345.6
787,2,4,us_national,202401,19859,High,5,2,1,1,2,1,4,3,3,1,238308,190646.4
789,3,8,us_national,202401,7587,High,10,7,0,0,1,1,1,3,3,0,91044,109252.8
791,2,7,us_national,202401,4258,Low,4,3,1,0,3,4,4,3,3,0,51096,61315.2
792,2,3,us_national,202401,4364,Low,2,2,2,0,2,4,1,3,3,0,52368,41894.4
793,2,1,us_national,202401,4335,Low,8,7,1,0,3,3,2,2,3,0,52020,41616.0
796,3,8,us_national,202401,5326,Mid,4,3,1,0,2,1,4,2,3,1,63912,76694.4
797,2,7,us_national,202401,3280,Low,4,2,1,0,2,4,2,3,3,0,39360,47232.0
799,2,5,us_national,202401,5485,Mid,5,3,1,1,4,1,4,3,3,0,65820,52656.0
800,3,8,us_national,202401,4342,Low,4,2,1,0,3,4,3,3,3,0,52104,62524.8
802,2,7,us_national,202401,2782,Low,5,3,4,1,3,1,4,2,3,0,33384,40060.8
803,2,5,us_national,202401,5980,Mid,15,7,4,1,2,1,1,3,3,0,71760,57408.0
804,2,7,us_national,202401,4381,Low,6,5,1,0,3,1,3,3,3,0,52572,63086.4
805,3,9,us_national,202401,2572,Low,3,2,0,0,1,4,1,2,3,0,30864,24691.2
806,2,3,us_national,202401,3833,Low,2,2,0,0,2,3,4,3,4,0,45996,36796.8
807,2,1,us_national,202401,4244,Low,8,7,3,0,2,2,3,3,4,0,50928,40742.4
808,3,8,us_national,202401,6500,High,3,2,1,0,1,1,3,3,3,0,78000,93600.0
809,2,4,us_national,202401,18430,High,24,7,14,0,4,4,2,2,3,0,221160,176928.0
811,2,3,us_national,202401,1601,Low,0,0,0,1,2,1,3,3,4,1,19212,15369.6
812,2,3,us_national,202401,2694,Low,1,0,0,0,4,2,3,3,3,0,32328,25862.4
813,2,3,us_national,202401,3149,Low,5,2,1,0,3,3,4,3,4,0,37788,30230.4
