employee_id,date_id,attrition_probability,risk_band,main_risk_driver,recommended_action,model_version
439,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
440,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
441,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
442,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
444,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
445,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
446,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
447,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
448,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
449,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
450,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
451,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
452,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
453,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
454,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
455,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
456,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
458,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
460,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
461,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
462,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
463,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
464,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
465,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
466,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
467,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
468,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
469,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
470,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
471,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
473,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
474,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
475,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
476,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
477,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
478,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
479,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
481,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
482,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
483,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
484,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
485,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
486,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
487,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
488,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
491,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
492,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
493,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
494,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
495,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
496,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
497,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
498,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
499,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
500,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
501,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
502,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
505,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
507,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
508,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
510,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
511,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
513,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
514,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
515,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
516,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
517,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
518,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
520,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
521,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
522,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
523,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
524,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
525,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
526,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
527,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
529,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
530,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
531,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
532,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
533,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
534,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
536,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
538,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
543,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
544,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
546,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
547,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
548,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
549,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
550,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
551,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
554,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
555,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
556,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
558,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
560,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
562,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
564,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
565,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
566,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
567,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
568,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
569,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
571,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
573,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
574,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
575,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
577,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
578,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
579,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
580,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
581,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
582,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
584,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
585,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
586,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
587,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
590,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
591,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
592,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
593,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
595,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
597,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
599,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
600,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
601,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
602,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
604,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
605,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
606,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
608,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
611,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
612,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
613,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
614,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
615,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
616,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
618,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
620,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
621,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
622,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
623,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
624,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
625,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
626,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
630,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
631,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
632,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
634,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
635,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
638,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
639,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
641,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
643,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
644,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
645,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
647,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
648,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
649,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
650,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
652,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
653,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
655,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
656,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
657,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
659,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
661,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
662,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
663,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
664,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
665,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
666,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
667,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
669,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
671,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
675,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
677,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
679,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
680,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
682,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
683,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
684,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
686,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
689,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
690,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
691,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
692,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
698,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
699,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
700,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
701,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
702,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
704,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
705,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
707,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
709,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
710,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
712,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
714,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
715,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
716,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
717,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
720,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
721,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
722,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
723,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
724,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
725,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
727,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
728,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
729,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
730,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
731,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
732,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
733,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
734,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
738,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
741,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
742,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
743,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
744,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
746,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
747,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
749,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
752,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
754,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
757,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
758,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
760,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
762,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
763,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
764,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
766,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
769,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
771,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
772,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
773,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
775,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
776,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
780,202401,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
781,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
783,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
784,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
785,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
786,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
787,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
789,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
791,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
792,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
793,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
796,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
797,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
799,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
800,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
802,202401,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
803,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
804,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
805,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
806,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
807,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
808,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
809,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
811,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
812,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
813,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
815,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
816,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
817,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
819,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
820,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
823,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
824,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
825,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
826,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
827,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
828,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
829,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
830,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
832,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
833,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
834,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
836,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
837,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
838,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
840,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
842,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
843,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
844,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
845,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
846,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
847,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
848,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
850,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
851,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
852,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
854,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
855,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
856,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
857,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
859,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
861,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
862,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
864,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
865,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
867,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
868,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
869,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
872,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
874,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
875,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
878,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
879,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
880,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
881,202401,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
882,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
885,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
887,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
888,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
889,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
